Source Host,Destination Host,Packets Sent,Packet Loss,Packet Delivery Ratio,Delay,Test Duration,Bytes Sent,Throughput,Avg CPU Usage,Avg Memory Usage,Avg Temperature,Overload Packets Sent,Overload Packet Loss,Overload Packet Delivery Ratio,Overload Delay,Overload Test Duration,Overload Bytes Sent,Overload Throughput,Overload Avg CPU Usage,Overload Avg Memory Usage,Overload Avg Temperature
rasp1,rasp3,10,0%,100.0%,7.446 ms,10000 ms,68.4 MBytes,7.1625 MB/s (57.3 Mbps),23.646666666666665,4.382634666666667,0.0
